sale_id,customer_id,product_id,employee_id,store_id,payment_type_id,sale_date,quantity,total_amount
14806,19779,11590,814,1696,5,2022-04-26,2,532.32
14807,16157,11281,3812,193,4,2022-05-06,1,897.04
14808,14921,8685,2843,1035,4,2021-01-10,8,3358.72
14809,20528,3603,252,353,3,2022-08-21,4,3119.28
14810,16267,3438,2334,549,1,2024-04-23,8,627.28
14811,8539,3112,736,540,2,2023-12-16,1,131.5
14812,6010,9990,3390,1606,2,2023-12-26,3,465.03
14813,10924,1588,4721,1929,5,2023-11-18,7,5104.05
14814,13179,8027,184,32,2,2021-06-26,3,1354.8000000000002
14815,7984,3470,3777,2459,1,2023-08-13,1,504.41
14816,3016,12098,2663,1039,4,2024-05-08,5,1813.9
14817,9527,573,4522,2238,4,2021-06-05,3,2207.28
14818,15808,10647,1728,1323,5,2023-02-04,1,402.39
14819,25445,320,2670,16,2,2021-05-30,6,4367.76
14820,21157,7565,626,1642,1,2024-11-13,6,3473.28
14821,4746,1574,2046,162,3,2024-09-06,9,6054.57
14822,8361,1508,1375,93,3,2022-07-26,4,3360.4
14823,15365,7441,2843,1513,4,2020-10-22,6,5302.32
14824,17819,11977,2671,394,4,2024-03-15,6,4843.68
14825,5648,1656,2446,1530,3,2024-10-10,1,748.77
14826,2828,12600,4500,341,3,2022-06-01,1,331.04
14827,15224,8148,2327,1046,5,2022-07-05,2,1037.04
14828,10307,5763,3055,1909,4,2020-09-24,6,3099.96
14829,18778,1975,2966,1769,5,2025-04-06,5,1897.15
14830,11484,3402,3978,1013,3,2024-12-02,2,800.36
14831,20039,3923,1333,322,3,2022-01-12,8,5048.8
14832,8043,6399,3182,390,3,2023-11-29,2,1013.62
14833,643,7868,3956,1982,4,2023-09-08,7,4554.69
14834,11325,6002,2019,1504,3,2020-06-17,6,3772.68
14835,16757,8096,2461,2002,3,2021-06-07,5,3425.15
14836,21003,10843,3823,2113,4,2022-08-04,4,2652.08
14837,7091,3934,2124,58,4,2024-03-18,2,1986.46
14838,9947,11680,1764,865,3,2022-07-29,1,554.78
14839,21724,992,39,937,5,2021-09-02,9,6627.42
14840,13056,4078,2857,2249,4,2024-04-30,9,7121.789999999999
14841,3789,5742,454,1006,3,2024-07-12,7,4557.98
14842,7015,12596,3244,82,4,2021-05-25,8,1688.08
14843,2656,10015,2763,1520,2,2022-07-14,8,3781.6
14844,21496,992,1567,2416,4,2023-11-18,5,3681.9
14845,10759,8247,2833,2133,3,2021-04-08,4,1819.24
14846,11720,3153,1185,2496,4,2023-04-10,9,7530.12
14847,17715,8298,1330,1042,4,2020-11-17,1,858.46
14848,1946,8260,3434,2119,4,2021-03-18,9,8745.57
14849,23702,313,3559,446,2,2022-12-23,5,4380.05
14850,6477,10344,3113,678,2,2025-02-23,5,2159.5
14851,17605,7889,1887,160,4,2023-10-25,1,282.82
14852,18941,10292,2397,2302,2,2020-11-12,3,2883.99
14853,2353,592,3833,1605,4,2021-03-25,7,2595.6
14854,15610,10208,2904,938,1,2021-08-02,9,6658.650000000001
14855,25282,6452,1641,2439,1,2024-12-02,6,2278.2
14856,5641,11997,261,741,4,2021-03-04,8,7413.36
14857,18751,3987,3558,758,3,2023-09-23,6,2484.7200000000003
14858,2243,6525,51,1404,4,2025-03-30,4,2661.16
14859,9783,6507,3919,1284,4,2023-09-24,3,2682.45
14860,20350,4429,1881,1710,5,2023-01-07,6,762.66
14861,4301,8936,1289,419,1,2021-05-24,4,2064.08
14862,19375,3960,2369,1777,1,2024-09-30,2,255.24
14863,1213,8781,1280,1731,3,2025-04-27,9,2685.15
14864,214,1416,722,1458,5,2021-05-11,5,567.7
14865,485,5327,4057,1264,3,2023-07-02,9,2265.39
14866,17625,4914,683,1681,3,2023-06-30,7,1932.0
14867,6385,1254,1570,2544,1,2021-06-07,7,904.12
14868,4731,6687,2901,1944,3,2022-04-11,3,1840.65
14869,3302,4868,4496,866,5,2021-10-19,8,4198.48
14870,16280,719,3630,2518,4,2021-05-13,2,1437.16
14871,9360,3088,1499,2084,4,2020-12-10,1,619.8
14872,9,11815,2712,1381,3,2022-02-13,7,2501.03
14873,5566,10428,526,2301,2,2022-03-06,3,1075.0500000000002
14874,14883,8520,2949,498,2,2024-12-19,1,532.21
14875,24240,1735,3515,1176,1,2022-02-19,1,990.94
14876,12459,2234,4665,223,2,2021-05-02,8,996.72
14877,6066,173,1862,2142,4,2023-08-07,7,2831.29
14878,11275,8450,2178,751,3,2022-10-14,7,2677.5
14879,6215,4700,866,1049,5,2024-05-19,5,2506.15
14880,4209,2677,1234,2027,1,2020-10-01,7,5023.06
14881,3939,5544,1459,1233,3,2025-02-13,4,121.48
14882,18939,4182,3066,819,2,2023-06-05,7,1364.93
14883,12380,1251,3998,1385,4,2024-10-24,1,138.46
14884,13251,4801,2534,852,5,2023-08-15,5,2977.5
14885,18109,7615,4074,499,5,2024-12-27,2,119.34
14886,11033,8716,3744,561,4,2022-07-10,9,737.1899999999999
14887,20437,9791,621,2086,4,2020-05-24,3,1397.64
14888,14102,495,2558,116,2,2023-12-11,7,2597.14
14889,22877,2258,4100,62,2,2021-09-27,8,2828.4
14890,1139,876,1069,2331,1,2022-04-24,9,3670.74
14891,5279,9111,3198,2152,3,2023-06-21,7,5491.78
14892,8463,5695,1631,1648,4,2021-12-03,2,656.2
14893,18023,10852,1411,403,2,2023-03-12,3,1144.62
14894,13532,4535,2986,319,3,2024-02-15,5,1194.65
14895,20397,5713,2303,2523,4,2022-07-23,9,197.64
14896,8695,12488,3854,1231,4,2022-02-12,1,186.43
14897,15736,9869,4317,2040,3,2024-12-14,3,882.0
14898,23105,1501,707,858,4,2025-01-05,9,927.45
14899,13488,4979,776,414,3,2022-04-08,2,443.38
14900,15832,10475,92,1295,4,2023-08-08,9,1406.43
14901,1223,4079,4324,1566,5,2024-09-13,7,2270.94
14902,17850,4728,2219,633,5,2024-08-26,6,160.68
14903,24546,3057,608,708,2,2022-08-23,7,506.66
14904,21150,9739,1923,669,5,2024-10-23,9,1038.06
14905,11438,6023,2664,1281,2,2021-12-02,5,462.85
14906,17192,9109,1486,609,5,2022-08-03,9,2918.79
14907,11620,9239,4056,1867,4,2020-06-18,1,153.78
14908,701,11685,1371,321,4,2025-03-17,7,5198.759999999999
14909,25492,10531,3437,349,1,2020-08-13,7,6444.13
14910,2058,1242,351,1130,1,2025-02-05,2,912.08
14911,11416,2738,4014,1757,3,2020-05-24,3,2674.74
14912,14142,6038,1343,1807,1,2023-07-29,2,111.1
14913,18446,9600,557,261,1,2024-05-12,1,593.1
14914,11460,3839,1272,2435,3,2023-04-03,3,1193.34
14915,17688,4613,3226,922,5,2021-07-02,1,10.27
14916,11195,4273,1577,1319,1,2024-03-05,7,6446.79
14917,3961,3555,1073,924,3,2024-09-10,6,387.72
14918,11071,2984,3122,957,2,2024-07-03,8,5862.16
14919,18184,9729,4519,1542,2,2021-07-02,7,3150.14
14920,25236,7836,4527,2123,2,2021-05-14,5,484.65
14921,4471,1565,4465,2335,5,2020-09-28,7,2014.53
14922,15997,3902,495,704,3,2024-05-13,9,5610.599999999999
14923,11766,12152,4878,1538,1,2022-05-19,4,2408.56
14924,12788,12307,4350,2536,3,2020-05-23,8,3744.64
14925,21309,12769,3251,1235,1,2025-02-14,8,5931.12
14926,19095,3820,253,2555,4,2023-10-25,3,2547.96
14927,9908,6639,4152,906,5,2022-04-24,1,703.75
14928,2033,11437,1637,233,3,2021-06-02,2,1354.9
14929,22667,3045,3347,218,2,2023-06-27,6,3752.16
14930,14410,723,2180,527,3,2023-05-03,7,5114.06
14931,21678,3600,2529,1656,2,2022-11-17,8,1788.0
14932,22967,8679,2847,1947,1,2024-02-12,4,3034.56
14933,1392,4166,5039,555,2,2022-06-24,9,1754.19
14934,3326,66,4053,1520,2,2020-11-13,3,2295.75
14935,15210,6741,3494,2181,3,2021-04-03,7,5990.389999999999
14936,18803,3915,2824,1918,3,2024-12-11,3,926.85
14937,14996,9375,1025,674,2,2024-05-11,6,1154.1
14938,14336,1149,843,241,4,2023-03-25,9,341.73
14939,15398,8894,2241,1088,1,2021-12-20,9,3344.94
14940,15703,2169,2244,213,5,2021-10-11,6,5938.14
14941,20668,10384,3736,2254,3,2024-02-10,9,4350.33
14942,10154,1857,4398,2518,2,2020-11-14,5,2398.55
14943,21334,8784,3077,2133,5,2023-02-07,4,2216.64
14944,5376,8409,4832,1561,5,2024-10-17,8,7223.92
14945,3245,6945,3635,1788,3,2024-02-03,5,1163.4
14946,7678,5597,3321,160,2,2021-01-15,9,4648.14
14947,20536,7229,1228,1019,1,2021-06-04,2,1920.72
14948,7757,6010,3365,2563,2,2020-09-28,4,3993.6
14949,9325,3994,5046,2370,5,2021-05-16,1,166.89
14950,10118,5166,2757,1885,2,2024-12-15,1,154.49
14951,14805,8412,3450,908,2,2020-08-23,4,3726.96
14952,19920,5762,4771,299,1,2024-01-05,1,224.54
14953,8122,10374,3052,658,5,2024-12-31,9,4732.2
14954,2114,6412,1782,1885,3,2021-03-26,3,2570.88
14955,137,288,2747,2542,2,2022-11-12,5,2693.75
14956,7561,1925,4957,1454,5,2022-12-10,2,1585.16
14957,10162,3058,106,795,2,2021-10-05,6,5743.74
14958,1531,9255,4563,781,3,2025-02-13,5,797.1500000000001
14959,5691,2089,2778,2263,5,2020-09-18,4,1251.04
14960,15236,12258,3701,1474,2,2022-01-10,3,2985.33
14961,8537,8213,4978,2361,1,2025-04-15,2,667.26
14962,11970,4085,3830,1040,4,2023-12-04,4,881.8
14963,20578,12754,318,2281,5,2021-11-06,2,1205.04
14964,15187,6732,2538,2368,1,2024-10-05,2,1616.4
14965,7334,4996,2581,104,4,2020-08-18,8,2298.56
14966,21643,11415,4210,476,4,2021-02-03,5,2057.55
14967,7404,11993,3496,1392,4,2023-12-23,1,721.6
14968,12966,7378,2208,1915,1,2023-01-03,8,1119.12
14969,758,6632,1655,2561,1,2024-03-03,3,1558.83
14970,18785,1615,3845,1167,4,2024-11-07,4,1875.68
14971,25139,12678,4219,922,4,2022-02-04,1,106.15
14972,5938,12750,4392,1744,1,2021-02-12,7,3739.96
14973,19628,303,1039,955,5,2024-03-04,9,5343.93
14974,9705,11590,2392,626,4,2025-03-31,7,1863.12
14975,23622,3009,1158,2339,1,2020-05-23,8,704.64
14976,16893,4031,1637,2015,4,2024-05-29,5,4801.0
14977,18264,5869,3716,233,1,2021-07-26,5,1755.1
14978,822,478,2029,1502,5,2021-06-11,8,1919.28
14979,1331,1265,3829,822,2,2021-03-23,5,1590.75
14980,19061,7857,2917,1922,4,2024-04-21,3,1087.74
14981,2846,5996,1821,1068,4,2024-09-12,2,1688.3
14982,6930,7992,2781,922,4,2021-02-23,8,4334.96
14983,14152,3242,4632,2314,1,2025-02-17,5,2618.0
14984,3164,4519,4110,1463,5,2024-04-23,8,1771.04
14985,7032,8208,1915,1229,4,2025-02-18,2,1452.6
14986,20319,7440,2331,429,1,2025-03-20,4,2889.64
14987,17487,1401,5023,257,2,2023-01-15,4,784.6
14988,3228,6976,4565,881,2,2022-05-29,3,2204.31
14989,13411,10724,801,491,5,2023-02-25,9,1898.64
14990,4429,8696,4192,932,1,2023-11-04,1,70.85
14991,1251,3549,2667,676,4,2021-10-09,5,589.35
14992,6989,1904,959,1561,3,2022-07-04,2,878.54
14993,20423,3863,2443,2040,1,2021-04-25,5,4200.75
14994,5779,2237,4063,2182,3,2020-12-23,1,685.61
14995,14840,11422,2296,1145,5,2022-05-29,1,269.46
14996,9883,2897,3905,1593,2,2023-11-17,2,1078.48
14997,14091,4035,1241,2402,4,2024-04-07,7,1385.16
14998,13890,12411,1169,2011,4,2021-04-12,3,930.33
14999,18311,4764,48,1808,3,2021-12-03,6,1323.54
15000,15309,5910,4359,1938,3,2025-01-19,7,6885.83
15001,431,3062,2875,2099,1,2021-08-24,9,7926.84
15002,4014,3364,189,134,5,2023-02-17,3,2545.98
15003,16097,8992,2022,1718,4,2020-07-06,1,192.69
15004,20446,4935,772,2554,5,2021-06-28,1,453.55
15005,23153,1600,2430,750,4,2021-02-07,5,4437.4
15006,16182,1410,1670,1799,4,2022-08-20,9,2079.0
15007,22868,2063,2242,2080,5,2022-08-30,2,229.44
15008,2075,11282,2981,2251,1,2021-03-19,8,109.36
15009,14963,4374,1582,1839,3,2021-08-28,9,789.48
15010,7407,1710,1809,1255,4,2023-10-30,7,2362.08
15011,14494,10724,3986,80,2,2021-01-15,5,1054.8
15012,10771,12285,4192,37,3,2022-04-07,3,2945.58
15013,8917,5399,4286,1325,5,2021-05-28,3,1491.66
15014,17426,2568,1828,227,4,2024-01-20,6,4577.64
15015,21035,12652,241,2057,4,2023-01-28,2,146.84
15016,458,1636,4571,582,1,2024-05-15,5,2173.4
15017,13692,232,3825,2455,5,2020-07-12,9,3392.55
15018,11976,7781,1165,949,3,2022-12-07,2,1735.68
15019,13648,5271,4796,219,4,2024-06-06,7,1307.74
15020,1974,12298,379,876,5,2021-08-16,6,485.76
15021,24937,3847,3309,2133,5,2022-12-27,8,5365.04
15022,4597,3600,2458,2431,3,2024-07-26,6,1341.0
15023,14453,9858,945,2270,4,2021-03-25,6,2010.96
15024,2018,11753,511,809,1,2021-07-04,7,6675.48
15025,18585,284,1977,1660,1,2020-09-19,5,4395.35
15026,14290,310,2966,752,2,2020-06-23,5,527.8499999999999
15027,2378,7182,4256,783,3,2023-09-27,6,2307.48
15028,19725,770,4497,1450,3,2022-12-06,3,849.96
15029,21366,8728,3715,2413,4,2023-05-13,6,1154.94
15030,872,6896,3548,1762,2,2023-10-23,9,5151.69
15031,17450,5332,2417,1051,4,2023-06-23,7,2761.01
15032,14867,7334,4163,1885,3,2021-08-09,4,3811.72
15033,5656,2814,3952,1256,2,2024-11-07,8,602.4
15034,13393,3551,1013,1150,2,2021-08-20,5,3712.6
15035,15271,4817,1732,37,3,2021-03-17,2,1454.84
15036,12374,5271,4896,2280,4,2023-09-19,6,1120.92
15037,24558,12826,5123,556,3,2020-09-12,2,1560.06
15038,13982,2994,3654,714,2,2024-01-14,3,2331.21
15039,11703,12663,4752,2260,5,2022-05-23,6,1873.2
15040,25180,9793,5054,1924,2,2021-03-30,9,2539.08
15041,18372,11677,3650,1814,4,2022-09-10,1,396.01
15042,20475,4252,1979,2296,2,2024-05-19,8,7817.92
15043,20371,9496,3858,560,1,2021-09-28,8,532.4
15044,24810,4483,4518,1383,4,2024-10-24,8,2718.8
15045,4755,9051,830,1132,4,2021-09-24,2,777.94
15046,6012,8097,2220,1328,5,2020-11-08,4,3472.88
15047,18936,12261,442,1047,3,2022-06-19,3,2098.05
15048,25305,11700,1001,1452,4,2025-03-21,1,766.91
15049,2642,5880,3328,2270,5,2025-03-17,5,3106.8
15050,17541,102,2836,2350,2,2022-08-12,8,1951.2
15051,14906,12080,2106,895,4,2020-09-06,1,74.73
15052,8676,271,4200,720,4,2024-01-03,8,483.2
15053,13431,1090,4506,569,4,2021-05-04,2,73.26
15054,8502,2351,2595,1640,1,2024-04-03,3,1471.77
15055,8200,6931,3631,1863,3,2021-04-16,3,1012.05
15056,15691,6831,3414,702,2,2024-08-05,4,3171.92
15057,6627,10479,2438,1763,4,2021-06-25,8,4309.68
15058,12439,12732,2738,593,1,2021-06-30,2,407.98
15059,8778,1880,1556,1102,3,2024-10-29,5,4910.15
15060,13529,6192,1203,1179,3,2024-01-19,5,2542.85
15061,15112,3048,807,2130,3,2024-03-18,1,867.97
15062,24193,11287,1947,796,5,2022-02-21,9,8912.61
15063,4923,3483,1795,1032,3,2022-02-13,7,6773.2
15064,3179,6731,155,838,5,2024-04-21,7,5080.32
15065,3220,12057,2255,100,2,2022-08-26,1,214.29
15066,5538,5730,3999,1691,5,2024-10-25,6,3191.58
15067,6220,10756,2077,131,2,2022-10-24,4,3797.92
15068,17579,6496,2437,328,2,2024-03-09,5,1079.8
15069,9830,375,2140,2061,2,2023-05-29,5,4391.15
15070,5653,5464,4623,415,5,2024-05-19,6,2124.6000000000004
15071,19387,9162,4379,2123,1,2021-08-17,7,3503.5
15072,23825,1316,3010,968,1,2024-11-06,1,510.38
15073,7231,10637,3149,631,2,2021-03-02,1,425.72
15074,1171,3057,4496,542,4,2020-10-08,1,72.38
15075,14479,7604,1824,1495,4,2025-04-29,8,3012.48
15076,20572,1080,2907,67,2,2023-10-15,4,92.4
15077,13012,576,797,322,4,2023-07-20,8,6774.56
15078,15329,7570,307,1785,2,2024-02-14,1,342.88
15079,7711,6774,3274,1415,3,2023-04-12,4,2964.84
15080,20609,7362,4560,1028,1,2023-12-26,4,3303.32
15081,11123,3881,1509,2297,4,2020-05-18,9,931.32
15082,3253,10444,283,327,2,2022-07-11,6,5552.700000000001
15083,17876,10783,4455,2187,3,2024-11-15,8,393.12
15084,6204,844,2120,1662,5,2023-10-15,2,1211.64
15085,15023,8443,2249,941,2,2020-05-17,3,1180.26
15086,8795,12668,441,333,4,2022-01-12,3,1676.85
15087,21874,7888,804,2261,1,2023-08-07,7,5307.19
15088,11754,3548,4223,1794,2,2023-08-25,3,1661.16
15089,6706,10072,2414,24,1,2021-09-09,6,5960.1
15090,1259,6337,431,2348,1,2023-11-23,6,1160.82
15091,22121,12813,2082,1186,5,2020-11-29,6,290.22
15092,2173,471,690,2386,1,2021-11-11,3,2188.26
15093,21460,7036,5015,938,1,2023-06-26,2,1215.14
15094,19511,101,2946,2412,2,2022-08-10,3,1568.0700000000002
15095,16334,10347,1053,1007,2,2020-11-15,8,4019.76
15096,20024,10253,466,1146,2,2022-04-16,4,1676.64
15097,2448,3771,2943,2337,1,2021-10-25,3,2927.79
15098,24803,6098,1537,156,4,2020-07-10,1,636.98
15099,13277,1043,4218,2359,2,2023-11-22,5,478.55
15100,20493,2449,1129,416,5,2022-08-12,5,3598.4500000000003
15101,6533,2311,2573,1237,2,2023-04-19,1,963.38
15102,13673,2322,4262,1854,3,2024-07-07,1,499.49
15103,1787,9842,3919,646,5,2023-02-05,8,777.12
15104,343,9858,3695,1499,3,2024-10-25,8,2681.28
15105,7502,11748,1392,62,1,2022-07-17,7,5124.56
15106,24873,7149,2205,1953,1,2023-12-19,5,4693.05
15107,20720,11740,3118,1173,5,2023-01-17,7,356.86
15108,17826,138,4230,1633,5,2021-05-02,9,1998.0
15109,15954,2907,1575,1216,5,2025-02-28,6,1544.94
15110,20361,785,4046,398,2,2021-01-08,6,2550.48
15111,17051,5734,1656,489,2,2024-07-31,3,2257.5
15112,8442,7003,4261,2120,4,2023-01-12,1,860.28
15113,12861,3046,344,1466,1,2023-03-28,8,515.92
15114,11399,9616,2428,1172,3,2024-02-19,2,685.2
15115,22946,7660,3132,240,5,2020-07-27,4,2293.76
15116,19393,7939,3751,1769,5,2022-03-27,5,3586.9
15117,6700,6920,1457,2003,4,2024-09-30,9,2212.29
15118,21989,2742,2949,934,4,2024-10-16,4,1287.72
15119,5562,11127,3226,507,1,2024-04-24,5,459.25
15120,20237,3284,302,23,5,2023-01-19,4,442.96
15121,6421,10704,874,678,2,2025-03-29,2,446.94
15122,17573,12185,4621,703,1,2021-11-10,3,331.29
15123,1443,539,5047,1941,5,2023-02-26,3,2721.0
15124,15073,2919,3561,42,2,2024-08-07,1,690.68
15125,20002,6708,3480,518,2,2020-12-24,3,831.78
15126,21349,10891,3008,1462,4,2024-01-13,7,1206.66
15127,2799,11579,731,260,2,2020-10-11,6,3789.96
15128,3446,3631,2950,1815,3,2024-11-04,7,2947.91
15129,18470,12049,92,356,1,2024-11-04,8,2150.8
15130,3492,6762,1852,256,1,2022-04-21,8,4488.48
15131,12066,1198,2100,1278,2,2020-10-01,9,1649.16
15132,13035,9248,1373,1468,3,2020-12-21,2,1624.96
15133,14872,5554,3744,955,4,2021-06-28,2,1214.98
15134,21980,1711,3172,394,1,2022-07-03,8,1135.28
15135,5586,7894,4944,946,4,2023-12-10,8,2387.76
15136,12742,1120,4175,514,4,2022-06-14,9,768.42
15137,10930,6690,5042,986,1,2024-01-22,1,795.97
15138,18608,2457,4668,2120,3,2022-01-10,1,556.42
15139,18395,105,688,1302,4,2022-11-12,8,6740.72
15140,18812,8879,1453,1626,3,2024-12-27,7,719.39
15141,981,2087,3692,2505,2,2021-07-14,3,2724.69
15142,3654,5155,3761,2449,5,2024-01-16,9,3917.34
15143,1260,5031,1519,1331,1,2021-11-01,8,5431.36
15144,22411,5214,39,860,5,2021-05-17,6,4066.5
15145,10753,11457,2812,1509,4,2025-02-17,7,2110.64
15146,11168,11518,2198,2083,2,2021-08-06,6,372.3
15147,14447,446,4866,1009,1,2021-10-05,3,2508.36
15148,21539,6085,222,368,2,2020-08-24,1,407.54
15149,14871,12688,2785,2082,4,2022-01-14,3,2671.08
15150,23952,780,1479,1806,2,2024-11-03,1,494.36
15151,12742,5957,2965,186,2,2020-10-08,1,37.7
15152,18269,12474,2641,1271,2,2024-12-02,6,3672.24
15153,21908,8748,2833,1872,4,2023-03-06,9,2248.56
15154,21569,2443,1769,547,5,2023-12-13,5,2922.0
15155,23899,4078,2265,1764,1,2020-05-04,8,6330.48
15156,20833,10386,2822,2122,1,2022-08-03,9,4848.12
15157,25175,7697,1366,2333,1,2023-07-03,9,4820.039999999999
15158,3195,12269,2528,2088,1,2024-07-21,2,25.5
15159,17024,5131,1703,2126,4,2022-12-27,5,1306.1
15160,14550,2442,5057,195,2,2024-09-26,3,1016.82
15161,3777,12429,477,125,3,2020-09-07,9,3836.25
15162,17928,7686,57,472,1,2020-06-22,2,1405.42
15163,16172,6530,3930,959,1,2020-12-22,8,7177.2
15164,16017,11304,5003,567,2,2021-12-12,5,4183.95
15165,6528,11219,1674,1364,3,2021-02-28,4,990.16
15166,14320,12110,2588,2175,2,2023-07-10,7,2370.6200000000003
15167,1748,10007,4292,654,4,2023-02-24,6,526.4399999999999
15168,11018,7036,809,587,1,2021-10-18,9,5468.13
15169,8800,10863,3641,2011,4,2024-08-28,8,5380.24
15170,15494,5863,4270,2383,2,2020-05-09,9,1620.09
15171,5202,5325,3134,1604,5,2023-06-07,7,2600.01
15172,23661,165,1205,1588,3,2024-04-04,7,106.68
15173,23499,5640,2812,1656,3,2021-06-18,8,6603.6
15174,25244,3230,158,731,4,2021-08-23,6,277.74
15175,9851,65,862,1653,5,2024-07-20,9,713.25
15176,11778,8038,2750,433,2,2024-04-01,1,993.96
15177,14560,681,663,1788,3,2021-07-28,3,2938.62
15178,14917,3980,1683,466,5,2022-11-21,5,4814.1
15179,23175,4531,978,431,2,2021-10-31,1,732.0
15180,13334,9626,3091,1467,1,2020-08-26,4,3829.52
15181,24413,12059,63,2201,5,2020-05-30,2,543.96
15182,16949,6388,2515,300,3,2024-05-19,8,4058.16
15183,18232,12620,1076,1202,5,2024-04-01,5,742.75
15184,4895,8109,513,1439,4,2021-01-30,3,1026.27
15185,5556,294,3217,719,4,2021-02-27,9,7953.84
15186,7729,3159,3976,1057,2,2022-07-29,7,1067.57
15187,10789,5777,1683,1373,4,2020-09-01,9,5164.74
15188,18591,3756,208,389,3,2020-05-02,1,80.3
15189,5464,9909,1975,2279,2,2023-03-14,6,2500.26
15190,5404,11572,4817,957,4,2023-05-27,1,351.41
15191,23221,1230,4320,1159,3,2025-03-19,1,313.25
15192,21297,12772,1844,273,2,2020-11-04,7,295.12
15193,13258,1478,4274,2314,3,2021-07-17,6,4408.14
15194,16232,2545,4071,730,4,2021-09-22,3,2030.07
15195,8624,5448,5095,11,1,2021-01-10,5,4122.85
15196,7363,8729,4042,2310,4,2021-07-11,3,2036.64
15197,15691,12604,3857,1173,4,2022-11-03,8,2928.56
15198,1087,5969,4538,2158,5,2021-04-02,6,3441.18
15199,9145,322,3955,1573,2,2024-08-13,4,479.72
15200,21104,9645,4974,774,1,2020-09-18,8,5872.48
15201,3288,4300,4774,1595,1,2022-03-29,6,1543.98
15202,12556,10160,4436,1986,1,2022-12-31,4,3893.64
15203,17265,7673,3568,375,5,2023-11-13,2,565.16
15204,12896,2844,4551,149,5,2024-11-16,6,2048.76
15205,3399,623,2281,2515,3,2022-10-23,1,99.63
15206,5435,7706,3298,1311,1,2024-05-21,1,717.55
15207,25326,969,2610,2489,4,2024-12-22,5,1700.15
15208,11785,10431,4662,881,3,2024-05-19,4,1974.08
15209,18799,4499,2056,2454,3,2022-05-09,9,2073.51
15210,9774,3187,3872,325,4,2021-12-28,8,3375.2
15211,24798,6094,575,2032,4,2022-03-25,5,1470.85
15212,4634,12565,460,1408,2,2021-02-06,1,900.39
15213,4305,9145,4776,815,1,2021-07-13,9,1952.1
15214,19590,10614,4570,1727,4,2021-11-16,1,758.12
15215,21243,8920,3795,1073,5,2025-02-10,6,3602.58
15216,2024,2037,863,339,4,2021-07-15,4,144.52
15217,10318,3094,2880,1850,1,2023-08-19,9,3599.37
15218,16502,12156,2681,1958,2,2023-06-05,3,824.4000000000001
15219,20044,7956,4830,1860,1,2024-10-27,7,2971.4300000000003
15220,9826,7536,1994,1845,1,2020-12-19,1,569.96
15221,6367,1815,655,869,2,2025-01-07,1,458.66
15222,3491,1078,207,980,5,2023-03-29,1,823.7
15223,2185,9889,1093,1019,5,2024-10-17,1,597.51
15224,12113,5613,1670,2325,2,2023-07-15,8,4784.0
15225,1680,3502,2292,2071,1,2021-07-21,6,4513.02
15226,12214,4845,3176,976,1,2023-10-11,9,5581.17
15227,9112,7702,3986,1887,2,2023-11-05,4,1879.96
15228,17694,7906,1903,1519,4,2024-08-21,6,2313.3
15229,23453,10114,791,2324,1,2024-12-26,7,5530.84
15230,15733,2722,5010,2360,1,2020-12-31,5,4027.05
15231,17956,10794,2425,34,3,2024-12-12,7,5486.32
15232,19543,3320,3744,771,5,2025-03-10,7,6436.78
15233,19403,5187,1104,2250,4,2024-05-21,8,7467.52
15234,23717,11984,4454,654,1,2023-02-16,3,1734.12
15235,21481,12114,675,1800,3,2022-03-09,5,159.60000000000002
15236,14944,12809,3719,2403,2,2022-08-10,2,1278.96
15237,19293,4068,3648,699,5,2023-11-14,7,1138.34
15238,4959,12024,342,1373,1,2021-07-03,7,4580.38
15239,23847,8207,2865,1169,2,2023-11-30,2,1714.06
15240,23598,449,686,1966,5,2023-08-02,9,5607.36
15241,12705,5181,4924,2474,4,2024-02-23,2,100.74
15242,1280,5992,1497,1585,5,2024-11-26,1,494.09
15243,8394,7262,3184,1240,3,2023-03-15,6,3138.36
15244,7168,10296,3636,88,2,2020-11-04,9,5810.13
15245,24507,11157,4650,1839,4,2021-09-12,4,1561.68
15246,9369,3467,2396,760,3,2022-03-25,3,2233.38
15247,12701,8580,4640,1236,4,2021-10-29,3,1389.93
15248,6348,12068,1295,438,4,2020-10-03,3,582.21
15249,5293,584,1941,418,3,2022-07-04,9,105.84
15250,19024,4984,841,2427,4,2020-05-14,9,2144.25
15251,15713,9574,134,301,4,2023-12-09,9,2648.97
15252,508,4482,4507,247,1,2023-10-05,2,1880.84
15253,3515,9952,4590,1281,2,2023-06-25,7,5970.44
15254,3209,12570,4647,786,3,2020-10-04,5,4924.5
15255,2272,6803,165,2134,4,2022-02-09,1,915.19
15256,4182,475,4516,842,4,2021-10-31,6,2638.14
15257,11383,7451,3744,1618,4,2024-10-18,8,5798.16
15258,9456,1965,2313,1828,1,2022-03-13,7,3538.36
15259,16502,7307,225,1212,4,2022-08-04,1,107.3
15260,3032,9616,967,1761,2,2024-11-27,7,2398.2000000000003
15261,19921,3849,4826,495,2,2025-04-11,9,621.27
15262,14249,6202,2770,171,4,2023-10-16,3,602.1899999999999
15263,13162,9449,1414,2435,3,2022-09-01,6,5730.6
15264,17362,4356,744,972,2,2020-07-18,2,925.7
15265,17091,129,3421,1541,3,2022-08-22,1,995.55
15266,13391,8654,771,1866,2,2024-04-05,6,5180.1
15267,17746,5836,1655,2300,1,2024-08-06,1,485.68
